_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.6,C0027430,M1,1,0,DisGeNET,35,Nasal Polyps,,-2.6,11,5.2,28133,484,16,3,19,9.8,4360|6352|6362,MRC1|CCL5|CCL18,-0.23,0
1,-2.6,C0007124,M1,1,0,DisGeNET,35,Noninfiltrating Intraductal Carcinoma,,-2.6,11,5.2,28133,486,16,3,19,9.8,4360|5175|9370,MRC1|PECAM1|ADIPOQ,-0.23,0
1,-2.6,C0010278,M1,1,0,DisGeNET,35,Craniosynostosis,,-2.6,11,5.2,28133,488,16,3,19,9.8,4360|6352|6362,MRC1|CCL5|CCL18,-0.23,0
1,-2.6,C0235782,M1,1,0,DisGeNET,35,Gallbladder Carcinoma,,-2.6,11,5.2,28133,498,16,3,19,9.8,5175|6362|8771,PECAM1|CCL18|TNFRSF6B,-0.21,0
1,-2.6,C0038525,M1,1,0,DisGeNET,35,Subarachnoid Hemorrhage,,-2.6,11,5.1,28133,501,16,3,19,9.8,4360|7432|9370,MRC1|VIP|ADIPOQ,-0.2,0
1,-2.6,C1332201,M1,1,0,DisGeNET,35,Adult Diffuse Large B-Cell Lymphoma,,-2.6,10,5.1,28133,504,16,3,19,9.8,6352|6362|8771,CCL5|CCL18|TNFRSF6B,-0.2,0
1,-2.6,C0234985,M1,1,0,DisGeNET,35,Mental deterioration,,-2.6,10,5.1,28133,508,16,3,19,9.8,116|9370|10418,ADCYAP1|ADIPOQ|SPON1,-0.19,0
1,-2.6,C0149931,M1,1,0,DisGeNET,35,Migraine Disorders,,-2.6,10,5.1,28133,512,16,3,19,9.8,116|7432|9370,ADCYAP1|VIP|ADIPOQ,-0.19,0
1,-2.5,C0021364,M1,1,0,DisGeNET,35,Male infertility,,-2.5,10,5,28133,516,16,3,19,9.8,4360|7432|9370,MRC1|VIP|ADIPOQ,-0.18,0
1,-2.5,C0281361,M1,1,0,DisGeNET,35,Adenocarcinoma of pancreas,,-2.5,10,5,28133,518,16,3,19,9.8,4360|5179|6358,MRC1|PENK|CCL14,-0.18,0
1,-2.5,C0011853,M1,1,0,DisGeNET,35,"Diabetes Mellitus, Experimental",,-2.5,10,5,28133,522,16,3,19,9.8,116|5175|9370,ADCYAP1|PECAM1|ADIPOQ,-0.17,0
1,-2.5,C0024131,M1,1,0,DisGeNET,35,Lupus Vulgaris,,-2.5,10,5,28133,526,16,3,19,9.8,4360|6358|7432,MRC1|CCL14|VIP,-0.17,0
1,-2.5,C1535926,M1,1,0,DisGeNET,35,Neurodevelopmental Disorders,,-2.5,9.9,4.9,28133,535,16,3,19,9.8,116|4360|7432,ADCYAP1|MRC1|VIP,-0.15,0
1,-2.5,C0238198,M1,1,0,DisGeNET,35,Gastrointestinal Stromal Tumors,,-2.5,9.8,4.9,28133,538,16,3,19,9.8,5175|5179|9370,PECAM1|PENK|ADIPOQ,-0.14,0
1,-2.5,C0023493,M1,1,0,DisGeNET,35,Adult T-Cell Lymphoma/Leukemia,,-2.5,9.8,4.9,28133,540,16,3,19,9.8,4360|6362|8771,MRC1|CCL18|TNFRSF6B,-0.14,0
1,-2.4,C4721806,M1,1,0,DisGeNET,35,"Carcinoma, Basal Cell",,-2.4,9.5,4.8,28133,557,16,3,19,9.8,4360|6352|100133941,MRC1|CCL5|CD24,-0.11,0
1,-2.4,C0409974,M1,1,0,DisGeNET,35,Lupus Erythematosus,,-2.4,9.5,4.8,28133,558,16,3,19,9.8,4360|6358|7432,MRC1|CCL14|VIP,-0.11,0
1,-2.4,C0018213,M1,1,0,DisGeNET,35,Graves Disease,,-2.4,9,4.7,28133,585,16,3,19,9.8,2208|6352|9370,FCER2|CCL5|ADIPOQ,-0.058,0
1,-2.4,C0027708,M1,1,0,DisGeNET,35,Nephroblastoma,,-2.4,9,4.7,28133,586,16,3,19,9.8,4360|5175|100133941,MRC1|PECAM1|CD24,-0.058,0
1,-2.4,C0162871,M1,1,0,DisGeNET,35,"Aortic Aneurysm, Abdominal",,-2.4,9,4.7,28133,586,16,3,19,9.8,5175|6362|9370,PECAM1|CCL18|ADIPOQ,-0.058,0
1,-2.3,C0009241,M1,1,0,DisGeNET,35,Cognition Disorders,,-2.3,8.7,4.6,28133,607,16,3,19,9.8,116|7432|9370,ADCYAP1|VIP|ADIPOQ,-0.018,0
1,-2.3,C1565489,M1,1,0,DisGeNET,35,Renal Insufficiency,,-2.3,8.6,4.5,28133,615,16,3,19,9.8,5175|5179|9370,PECAM1|PENK|ADIPOQ,-0.0076,0
1,-2.3,C4086152,M1,1,0,DisGeNET,35,Childhood Astrocytoma,,-2.3,8.6,4.5,28133,615,16,3,19,9.8,4360|6352|6358,MRC1|CCL5|CCL14,-0.0076,0
1,-2.3,C0041696,M1,1,0,DisGeNET,35,Unipolar Depression,,-2.3,8.2,4.4,28133,641,16,3,19,9.8,116|7432|9370,ADCYAP1|VIP|ADIPOQ,0,0
1,-2.2,C0019158,M1,1,0,DisGeNET,35,Hepatitis,,-2.2,8,4.4,28133,656,16,3,19,9.8,5175|9370|100133941,PECAM1|ADIPOQ|CD24,0,0
1,-2.2,C0740457,M1,1,0,DisGeNET,35,Malignant neoplasm of kidney,,-2.2,7.9,4.3,28133,664,16,3,19,9.8,4360|8771|100133941,MRC1|TNFRSF6B|CD24,0,0
1,-2.2,C4521042,M1,1,0,DisGeNET,35,Complete Trisomy 21 Syndrome,,-2.2,7.9,4.3,28133,668,16,3,19,9.8,4360|7432|9370,MRC1|VIP|ADIPOQ,0,0
1,-2.2,C0031099,M1,1,0,DisGeNET,35,Periodontitis,,-2.2,7.7,4.3,28133,681,16,3,19,9.8,6352|7432|9370,CCL5|VIP|ADIPOQ,0,0
1,-2.2,C0024530,M1,1,0,DisGeNET,35,Malaria,,-2.2,7.7,4.2,28133,684,16,3,19,9.8,5175|6352|6362,PECAM1|CCL5|CCL18,0,0
1,-2.2,C0002726,M1,1,0,DisGeNET,35,Amyloidosis,,-2.2,7.6,4.2,28133,694,16,3,19,9.8,6352|7432|9370,CCL5|VIP|ADIPOQ,0,0
1,-2.2,C0024115,M1,1,0,DisGeNET,35,Lung diseases,,-2.2,7.5,4.2,28133,700,16,3,19,9.8,6352|6362|9370,CCL5|CCL18|ADIPOQ,0,0
1,-2.2,C0038013,M1,1,0,DisGeNET,35,Ankylosing spondylitis,,-2.2,7.4,4.1,28133,710,16,3,19,9.8,7432|8771|9370,VIP|TNFRSF6B|ADIPOQ,0,0
1,-2.1,C0024305,M1,1,0,DisGeNET,35,"Lymphoma, Non-Hodgkin",,-2.1,7.2,4.1,28133,733,16,3,19,9.8,6352|7432|9370,CCL5|VIP|ADIPOQ,0,0
1,-2.1,C4529962,M1,1,0,DisGeNET,35,Fatty Liver Disease,,-2.1,7.1,4,28133,741,16,3,19,9.8,6352|8771|9370,CCL5|TNFRSF6B|ADIPOQ,0,0
1,-2.1,C0015672,M1,1,0,DisGeNET,35,Fatigue,,-2.1,6.9,4,28133,760,16,3,19,9.8,6352|6362|7432,CCL5|CCL18|VIP,0,0
1,-2.1,C0278876,M1,1,0,DisGeNET,35,Adult Medulloblastoma,,-2.1,6.9,4,28133,762,16,3,19,9.8,5175|7432|100133941,PECAM1|VIP|CD24,0,0
1,-2.1,C0233794,M1,1,0,DisGeNET,35,Memory impairment,,-2.1,6.9,4,28133,763,16,3,19,9.8,116|8771|9370,ADCYAP1|TNFRSF6B|ADIPOQ,0,0
1,-2.1,C0013080,M1,1,0,DisGeNET,35,Down Syndrome,,-2.1,6.9,3.9,28133,765,16,3,19,9.8,4360|7432|9370,MRC1|VIP|ADIPOQ,0,0
1,-2.1,C0278996,M1,1,0,DisGeNET,35,Malignant Head and Neck Neoplasm,,-2.1,6.9,3.9,28133,767,16,3,19,9.8,4360|5175|100133941,MRC1|PECAM1|CD24,0,0
1,-2.1,C0278510,M1,1,0,DisGeNET,35,Childhood Medulloblastoma,,-2.1,6.8,3.9,28133,771,16,3,19,9.8,5175|7432|100133941,PECAM1|VIP|CD24,0,0
1,-2,C3887461,M1,1,0,DisGeNET,35,Head and Neck Carcinoma,,-2,6.7,3.9,28133,786,16,3,19,9.8,4360|5175|100133941,MRC1|PECAM1|CD24,0,0
