_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-2.7763045989076707,GO:0043542,M1,1,0,GO Biological Processes,19,endothelial cell migration,19_GO:0040011 locomotion,-2.7763045989076707,12.604390681003585,5.6919868109374985,28133,279,24,3,12.5,6.750771560841522,506|575|4856,ATP5F1B|ADGRB1|CCN3,-0.23134025632065333,0,6,0,0,-3.784895620779152,14.20858585858586,
1,-2.4695852360637893,GO:0010631,M1,1,0,GO Biological Processes,19,epithelial cell migration,19_GO:0040011 locomotion,-2.4695852360637893,9.822974860335195,4.909222870182521,28133,358,24,3,12.5,6.750771560841522,506|575|4856,ATP5F1B|ADGRB1|CCN3,0.0,0,6,0,0,-3.784895620779152,14.20858585858586,
1,-2.459409307915162,GO:0090132,M1,1,0,GO Biological Processes,19,epithelium migration,19_GO:0032501 multicellular organismal process,-2.459409307915162,9.74134349030471,4.884402403378303,28133,361,24,3,12.5,6.750771560841522,506|575|4856,ATP5F1B|ADGRB1|CCN3,0.0,0,6,0,0,-3.784895620779152,14.20858585858586,
1,-2.4426497046386904,GO:0090130,M1,1,0,GO Biological Processes,19,tissue migration,19_GO:0032501 multicellular organismal process,-2.4426497046386904,9.608265027322405,4.843674154379395,28133,366,24,3,12.5,6.750771560841522,506|575|4856,ATP5F1B|ADGRB1|CCN3,0.0,0,6,0,0,-3.784895620779152,14.20858585858586,
1,-2.1310953606583882,GO:0001667,M1,1,0,GO Biological Processes,19,ameboidal-type cell migration,19_GO:0040011 locomotion,-2.1310953606583882,7.419040084388186,4.11835944740868,28133,474,24,3,12.5,6.750771560841522,506|575|4856,ATP5F1B|ADGRB1|CCN3,0.0,0,6,0,0,-3.784895620779152,14.20858585858586,
1,-3.367137761144281,GO:0045785,M1,1,0,GO Biological Processes,19,positive regulation of cell adhesion,19_GO:0022610 biological adhesion,-3.367137761144281,11.032549019607844,6.089566723579126,28133,425,24,4,16.666666666666668,7.607257743127308,3491|4301|9289|64115,CCN1|AFDN|ADGRG1|VSIR,-0.7496227514086521,0,7,1,1,-3.367137761144281,19.008783783783784,
1,-3.291180772042199,GO:0010950,M1,1,0,GO Biological Processes,19,positive regulation of endopeptidase activity,19_GO:0048518 positive regulation of biological process,-3.291180772042199,19.008783783783784,7.180887258825243,28133,185,24,3,12.5,6.750771560841522,3491|27018|64115,CCN1|BEX3|VSIR,-0.6891779284848174,0,7,0,0,-3.367137761144281,19.008783783783784,
1,-3.1739479856772137,GO:0010952,M1,1,0,GO Biological Processes,19,positive regulation of peptidase activity,19_GO:0048518 positive regulation of biological process,-3.1739479856772137,17.323275862068964,6.820294043475925,28133,203,24,3,12.5,6.750771560841522,3491|27018|64115,CCN1|BEX3|VSIR,-0.5942215368309844,0,7,0,0,-3.367137761144281,19.008783783783784,
1,-2.3895513771052563,GO:0051345,M1,1,0,GO Biological Processes,19,positive regulation of hydrolase activity,19_GO:0065007 biological regulation,-2.3895513771052563,5.980654761904763,4.132919749478898,28133,784,24,4,16.666666666666668,7.607257743127308,3491|4301|27018|64115,CCN1|AFDN|BEX3|VSIR,0.0,0,7,0,0,-3.367137761144281,19.008783783783784,
1,-2.2504556424451874,GO:0052548,M1,1,0,GO Biological Processes,19,regulation of endopeptidase activity,19_GO:0050789 regulation of biological process,-2.2504556424451874,8.197261072261073,4.3894276071007265,28133,429,24,3,12.5,6.750771560841522,3491|27018|64115,CCN1|BEX3|VSIR,0.0,0,7,0,0,-3.367137761144281,19.008783783783784,
1,-2.172058239262358,GO:0052547,M1,1,0,GO Biological Processes,19,regulation of peptidase activity,19_GO:0050789 regulation of biological process,-2.172058239262358,7.678220524017467,4.210492592641356,28133,458,24,3,12.5,6.750771560841522,3491|27018|64115,CCN1|BEX3|VSIR,0.0,0,7,0,0,-3.367137761144281,19.008783783783784,
1,-2.6657247325402036,GO:0003006,M1,1,0,GO Biological Processes,19,developmental process involved in reproduction,19_GO:0022414 reproductive process,-2.6657247325402036,7.136732623033994,4.65078603699322,28133,657,24,4,16.666666666666668,7.607257743127308,3491|5819|9289|25945,CCN1|NECTIN2|ADGRG1|NECTIN3,-0.12739096885219936,0,8,1,1,-2.6657247325402036,7.136732623033994,
1,-2.658535751026772,GO:0002274,M1,1,0,GO Biological Processes,19,myeloid leukocyte activation,19_GO:0002376 immune system process,-2.658535751026772,7.10429292929293,4.637004509902058,28133,660,24,4,16.666666666666668,7.607257743127308,976|3576|5819|55904,ADGRE5|CXCL8|NECTIN2|KMT2E,-0.12673285449772556,0,9,1,1,-2.658535751026772,8.047196796338673,
1,-2.2282642566422575,GO:0043900,M1,1,0,GO Biological Processes,19,regulation of multi-organism process,19_GO:0051704 multi-organism process,-2.2282642566422575,8.047196796338673,4.338422264839537,28133,437,24,3,12.5,6.750771560841522,3576|4321|5819,CXCL8|MMP12|NECTIN2,0.0,0,9,0,0,-2.658535751026772,8.047196796338673,
1,-2.065300864133053,GO:0042119,M1,1,0,GO Biological Processes,19,neutrophil activation,19_GO:0002376 immune system process,-2.065300864133053,7.019211576846307,3.9722405401920335,28133,501,24,3,12.5,6.750771560841522,976|3576|55904,ADGRE5|CXCL8|KMT2E,0.0,0,9,0,0,-2.658535751026772,8.047196796338673,
1,-2.0535461370719243,GO:0036230,M1,1,0,GO Biological Processes,19,granulocyte activation,19_GO:0002376 immune system process,-2.0535461370719243,6.949851778656127,3.9463697080509497,28133,506,24,3,12.5,6.750771560841522,976|3576|55904,ADGRE5|CXCL8|KMT2E,0.0,0,9,0,0,-2.658535751026772,8.047196796338673,
1,-2.476420194281223,GO:0090150,M1,1,0,GO Biological Processes,19,establishment of protein localization to membrane,19_GO:0051179 localization,-2.476420194281223,9.87816011235955,4.9259333352683035,28133,356,24,3,12.5,6.750771560841522,4301|7917|25945,AFDN|BAG6|NECTIN3,0.0,0,10,1,1,-2.476420194281223,9.87816011235955,
1,-2.106256951798435,GO:0002683,M1,1,0,GO Biological Processes,19,negative regulation of immune system process,19_GO:0002376 immune system process,-2.106256951798435,7.265754132231405,4.06293190173669,28133,484,24,3,12.5,6.750771560841522,4321|4856|64115,MMP12|CCN3|VSIR,0.0,0,11,1,1,-2.106256951798435,7.265754132231405,
